country_group,iso,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Estimates Start After,,
SSA,SEN,Senegal,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,565.01","2,623.43","2,751.53","2,531.47","2,550.64","2,557.42","2,558.91","2,633.63","2,539.92","2,563.56","2,473.69","2,466.88","2,430.55","2,391.59","2,320.05","2,396.52","2,380.42","2,386.71","2,470.57","2,557.79","2,595.11","2,642.69","2,580.83","2,658.56","2,712.88","2,758.35","2,750.20","2,754.19","2,780.62","2,780.61","2,797.11","2,757.08","2,788.67","2,777.11","2,868.32","2,966.46","3,067.67","3,203.91","3,309.49","3,368.27","3,321.72","3,429.06","3,494.56","3,682.99",2020,,
ME-CA,SDN,Sudan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,894.74","2,988.11","3,023.43","2,895.87","2,610.92","2,523.97","2,699.11","2,795.26","2,859.88","2,828.65","2,680.66","2,784.61","2,853.94","2,847.99","2,864.57","3,229.96","3,329.05","3,458.16","3,667.80","3,747.68","3,970.49","4,291.59","4,435.34","4,587.99","4,701.39","4,850.67","5,036.53","5,190.42","5,253.50","4,978.65","5,039.71","5,993.74","4,634.77","4,580.58","4,649.38","4,732.07","4,808.91","4,705.15","4,465.80","4,229.53","3,972.72","3,891.41","3,697.97","3,647.51",2011,,
SSA,BEN,Benin,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,487.20","2,450.19","2,417.14","2,294.19","2,233.03","2,255.07","2,245.14","2,132.41","2,136.27","2,015.83","2,129.44","2,152.49","2,149.27","2,175.68","2,138.24","2,221.33","2,258.61","2,319.65","2,339.32","2,367.76","2,431.45","2,485.12","2,523.61","2,533.00","2,566.35","2,528.68","2,549.19","2,625.21","2,673.77","2,656.43","2,634.13","2,633.94","2,681.35","2,792.03","2,883.90","2,849.82","2,859.39","2,933.84","3,039.91","3,154.77","3,181.47","3,310.40","3,408.03","3,507.58",2020,,
SSA,ZMB,Zambia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,146.98","3,248.78","3,056.04","2,929.15","2,792.94","2,744.39","2,709.68","2,670.09","2,832.17","2,647.40","2,551.86","2,459.53","2,437.34","2,366.82","1,991.19","1,999.36","2,071.71","2,096.30","2,034.90","2,074.46","2,096.49","2,142.79","2,171.94","2,252.12","2,335.07","2,422.44","2,525.10","2,641.04","2,746.50","2,894.97","3,083.36","3,146.85","3,275.98","3,330.89","3,375.95","3,365.37","3,384.27","3,395.48","3,425.96","3,372.37","3,183.66","3,236.80","3,257.10","3,296.39",2019,,
ED-A,FSM,Micronesia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,084.72","2,982.49","2,795.14","2,865.12","2,902.01","3,035.84","3,107.69","3,135.29","3,194.35","3,102.64","3,175.19","3,187.93","3,142.35","3,089.44","3,137.66","3,225.48","3,322.54","3,254.84","3,129.60","3,052.12","3,187.63","3,210.73","3,291.12","3,292.35","3,326.06","3,259.90","3,148.57","3,123.27","3,206.40",2018,,
SSA,ETH,Ethiopia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",912.911,891.412,875.006,914.738,865.209,742.059,788.27,869.264,846.504,815.483,809.29,725.865,639.078,700.49,701.628,721.669,795.31,794.908,740.945,766.6,819.82,858.174,849.81,810.881,882.801,968.844,"1,052.89","1,138.18","1,224.10","1,312.39","1,414.72","1,539.36","1,632.82","1,750.03","1,881.47","2,028.18","2,140.00","2,302.94","2,425.78","2,588.09","2,687.04","2,793.74","2,909.06","3,038.16",2021,,
ED-A,TLS,Timor-Leste,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,299.09","2,624.93","2,392.02","2,279.51","2,230.28","2,243.27","2,105.77","2,277.18","2,490.80","2,695.31","2,894.95","3,013.26","3,104.31","3,144.34","3,226.08","3,254.37","3,301.01","3,138.38","3,055.96","3,701.14","4,788.57","4,946.53","4,639.86","2,967.10",2019,,
SSA,TZA,Tanzania,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,271.07","1,238.51","1,207.87","1,199.09","1,202.77","1,220.18","1,262.07","1,297.26","1,314.31","1,322.85","1,371.54","1,354.14","1,316.35","1,287.99","1,267.04","1,274.37","1,297.47","1,310.99","1,329.63","1,361.66","1,394.00","1,439.50","1,501.20","1,560.28","1,635.53","1,707.17","1,737.11","1,831.69","1,880.47","1,925.56","1,989.22","2,084.10","2,127.00","2,204.25","2,283.08","2,352.07","2,439.36","2,527.81","2,624.35","2,725.86","2,774.45","2,827.43","2,874.31","2,936.62",2012,,
SSA,COM,Comoros,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,653.41","2,730.22","2,773.50","2,793.63","2,881.36","2,872.66","2,843.91","2,815.47","2,866.43","2,752.48","2,873.84","2,786.27","2,928.12","2,939.03","2,762.43","2,857.11","2,782.84","2,844.74","2,785.80","2,801.99","2,717.03","2,805.20","2,873.48","2,869.00","2,887.29","2,978.93","2,852.23","2,803.16","2,840.42","2,857.44","2,888.88","2,930.43","2,944.31","2,995.16","2,977.57","2,931.94","2,948.84","2,980.06","3,006.77","2,979.04","2,895.36","2,879.09","2,843.86","2,824.79",2021,,
SSA,LSO,Lesotho,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,230.37","1,235.60","1,271.51","1,276.46","1,356.62","1,369.26","1,390.22","1,356.40","1,422.79","1,459.23","1,493.11","1,542.79","1,576.52","1,598.43","1,635.67","1,599.97","1,692.26","1,749.85","1,773.06","1,799.87","1,886.68","1,947.00","1,976.17","2,055.04","2,102.69","2,166.46","2,260.43","2,357.38","2,429.61","2,422.06","2,528.51","2,638.66","2,755.84","2,785.86","2,824.43","2,896.62","2,931.20","2,831.96","2,776.31","2,703.34","2,580.45","2,603.14","2,625.82","2,651.96",2016,,
LA-C,HTI,Haiti,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","4,192.44","4,161.48","3,973.79","3,845.07","3,784.63","3,745.71","3,689.33","3,608.20","3,585.79","3,474.46","3,389.49","3,369.78","3,230.69","3,009.67","2,604.11","2,807.94","2,870.20","2,893.94","2,903.92","2,930.19","2,905.14","2,847.53","2,831.71","2,884.44","2,801.90","2,842.06","2,845.43","2,930.68","2,959.38","3,082.75","2,861.82","2,959.86","2,927.62","3,006.30","3,010.72","3,040.86","3,049.52","3,079.71","3,085.33","2,989.79","2,849.17","2,759.66","2,677.36","2,649.89",2003,,
SSA,UGA,Uganda,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,040.90","1,049.08","1,101.53","1,120.56","1,052.83",987.561,962.366,965.094,"1,007.25","1,033.15","1,061.62","1,043.43","1,069.78","1,103.74","1,150.78","1,217.56","1,256.08","1,273.14","1,309.64","1,369.43","1,377.30","1,451.03","1,503.32","1,540.37","1,574.96","1,676.20","1,734.95","1,811.85","1,932.76","2,020.02","2,102.08","2,190.54","2,172.03","2,192.78","2,253.67","2,364.49","2,299.03","2,383.48","2,440.18","2,564.02","2,444.77","2,515.97","2,563.20","2,630.28",2021,,
SSA,GIN,Guinea,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,590.72","1,545.32","1,505.25","1,492.19","1,473.83","1,479.20","1,496.03","1,535.29","1,560.99","1,593.42","1,606.19","1,637.02","1,692.94","1,684.50","1,691.75","1,706.66","1,709.53","1,775.90","1,801.45","1,727.11","1,753.17","1,804.23","1,862.57","1,887.61","1,908.83","1,933.52","2,090.48","2,249.56","2,334.24","2,405.22","2,462.00","2,505.04","2,548.89","2,624.93",2014,,
SSA,RWA,Rwanda,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,050.32","1,038.06",975.956,997.126,"1,099.77","1,110.38","1,132.48","1,091.09","1,057.09",963.974,945.69,878.028,935.356,893.174,559.992,738.547,833.589,914.87,908.291,846.851,893.959,945.3,"1,043.47","1,040.93","1,079.37","1,153.75","1,232.00","1,297.49","1,396.71","1,453.20","1,512.95","1,601.49","1,690.19","1,736.78","1,793.71","1,900.69","1,979.16","2,005.48","2,125.05","2,272.75","2,146.37","2,326.00","2,427.74","2,521.02",2012,,
SSA,GNB,Guinea-Bissau,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,761.09","1,716.28","1,751.58","1,657.23","1,712.42","1,749.31","1,696.20","1,756.93","1,756.28","1,771.89","1,816.27","1,905.68","1,921.06","1,921.31","1,934.72","1,968.51","1,998.05","2,072.29","1,572.84","1,798.36","1,779.82","1,825.88","1,852.98","1,809.00","1,791.72","1,868.84","1,877.82","1,884.61","1,927.04","1,930.28","2,023.14","2,139.64","2,057.72","2,078.98","2,053.85","2,132.91","2,197.75","2,253.42","2,287.85","2,339.34","2,323.32","2,418.80","2,449.01","2,505.87",2017,,
ED-A,VUT,Vanuatu,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,407.78","2,428.65","2,396.20","2,409.55","2,559.07","2,488.95","2,413.73","2,310.63","2,208.81","2,227.32","2,454.23","2,481.16","2,495.70","2,466.04","2,571.23","2,531.27","2,524.57","2,581.33","2,545.50","2,490.19","2,578.77","2,435.48","2,257.28","2,300.21","2,338.15","2,406.84","2,551.78","2,566.14","2,648.95","2,671.67","2,640.89","2,662.57","2,628.99","2,581.80","2,602.92","2,553.72","2,635.57","2,739.07","2,755.15","2,780.50","2,554.11","2,485.45","2,447.52","2,448.30",2019,,
SSA,GMB,Gambia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,642.30","2,251.66","2,622.08","2,862.08","2,540.10","2,529.34","2,487.40","2,456.58","2,400.23","2,405.80","2,442.92","2,397.70","2,344.10","2,299.33","2,146.82","2,151.03","2,149.07","2,084.99","2,153.09","2,220.89","2,271.43","2,327.28","2,180.86","2,257.37","2,341.17","2,216.19","2,137.82","2,137.86","2,205.12","2,283.18","2,346.72","2,091.82","2,135.75","2,131.43","2,038.80","2,058.66","2,036.87","2,072.65","2,158.07","2,225.31","2,173.16","2,199.80","2,230.43","2,287.11",2018,,
SSA,TGO,Togo,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,304.13","2,153.18","2,000.07","1,834.27","1,878.69","1,887.63","1,890.88","1,789.01","1,911.63","1,931.71","1,986.37","1,918.09","1,804.14","1,520.02","1,725.74","1,975.32","1,827.82","1,836.74","1,743.64","1,736.64","1,671.68","1,640.39","1,659.32","1,725.27","1,664.09","1,545.72","1,542.75","1,480.86","1,497.66","1,537.12","1,587.90","1,645.25","1,707.82","1,766.37","1,824.18","1,881.18","1,937.74","1,972.70","2,020.78","2,079.85","2,065.42","2,121.65","2,182.33","2,246.88",2020,,
SSA,BFA,Burkina Faso,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",951.352,953.968,943.932,909.401,900.6,976.859,"1,025.20",995.227,"1,025.11","1,019.90",987.534,"1,050.23","1,027.06","1,036.53","1,024.02","1,055.16","1,141.84","1,183.20","1,235.24","1,287.60","1,273.35","1,316.90","1,332.62","1,392.68","1,410.10","1,484.74","1,529.09","1,544.40","1,586.58","1,586.38","1,670.54","1,729.05","1,785.65","1,833.10","1,856.27","1,872.57","1,926.75","1,988.47","2,061.89","2,121.06","2,102.98","2,186.79","2,179.69","2,223.89",2020,,
SSA,MLI,Mali,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,381.58","1,290.76","1,117.34","1,128.83","1,132.21","1,146.43","1,194.96","1,204.39","1,185.02","1,288.31","1,381.35","1,458.26","1,406.71","1,426.78","1,449.72","1,461.68","1,535.47","1,573.80","1,580.01","1,633.09","1,585.32","1,774.65","1,773.31","1,873.95","1,842.02","1,898.59","1,922.49","1,925.03","1,951.74","1,977.62","2,018.02","2,017.10","1,942.70","1,930.10","2,002.34","2,060.06","2,112.15","2,153.81","2,185.54","2,219.19","2,123.19","2,119.67","2,129.54","2,166.38",2020,,
SSA,ZWE,Zimbabwe,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,998.31","2,973.10","2,854.87","2,849.22","2,636.72","2,207.35","2,053.07","1,884.80","1,790.53","1,725.33","1,434.18","1,526.39","1,810.55","2,047.78","2,278.82","2,260.05","2,255.69","2,258.28","2,234.14","2,311.53","2,387.04","2,201.27","1,991.11","2,117.35","2,136.73","2,143.04",2017,,
ED-A,SLB,Solomon Islands,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,466.40","2,342.10","2,227.98","2,240.87","2,175.26","2,044.12","1,981.13","2,087.79","2,055.81","2,084.84","2,071.97","2,135.27","2,339.20","2,364.71","2,484.73","2,659.25","2,627.17","2,531.36","2,493.81","2,414.40","2,014.16","1,804.55","1,707.76","1,772.03","1,842.64","1,897.42","1,943.71","1,984.49","2,052.84","2,057.30","2,180.88","2,280.34","2,251.06","2,305.66","2,270.41","2,247.07","2,309.48","2,318.45","2,320.70","2,301.47","2,168.42","2,103.74","1,969.03","1,969.31",2019,,
ED-A,KIR,Kiribati,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,290.88","2,265.68","2,253.17","2,161.85","2,177.96","2,039.11","2,011.38","1,967.68","2,090.42","1,975.22","1,907.33","1,876.24","1,873.43","1,869.43","1,878.47","1,851.57","1,844.51","1,850.64","1,944.20","1,877.29","1,955.25","1,895.22","1,937.26","1,942.05","1,875.41","1,929.45","1,887.16","1,881.88","1,800.94","1,776.40","1,722.34","1,722.49","1,783.30","1,831.21","1,786.30","1,935.28","1,898.60","1,869.84","1,939.84","1,869.72","1,815.46","1,929.71","1,923.62","1,942.60",2020,,
SSA,ERI,Eritrea,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,199.71","1,365.74","1,667.07","1,716.66","1,880.31","2,029.78","2,059.36","2,034.61","1,740.45","1,826.69","1,801.20","1,672.47","1,622.52","1,601.30","1,536.32","1,517.17","1,195.96","1,317.11","1,437.02","1,781.74","1,795.24","1,592.33","2,066.02","1,624.28","1,726.77","1,537.45","1,717.68","1,761.13","1,727.57","1,750.43","1,766.33","1,784.50",2006,,
SSA,SLE,Sierra Leone,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,209.02","2,196.61","2,189.81","2,105.90","2,129.49","1,947.12","1,907.08","1,910.75","1,909.24","1,957.66","1,959.11","1,790.55","1,618.18","1,626.08","1,690.48","1,523.06","1,143.23",937.153,919.51,829.514,838.145,955.123,"1,156.04","1,206.68","1,231.16","1,238.40","1,250.05","1,314.61","1,353.07","1,365.22","1,406.18","1,461.32","1,645.68","1,942.84","1,987.01","1,545.72","1,608.74","1,633.73","1,654.60","1,705.19","1,637.30","1,670.09","1,681.63","1,698.62",2021,,
ME-CA,YEM,Yemen,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,032.17","3,101.93","3,231.04","3,235.49","3,325.86","3,388.34","3,430.12","3,504.69","3,608.42","3,639.82","3,756.94","3,793.41","3,838.21","3,878.04","3,926.46","4,036.84","4,045.20","4,054.67","4,078.12","4,111.56","4,299.89","3,645.23","3,625.40","3,692.52","3,582.26","2,508.70","2,214.10","2,047.94","2,011.74","1,990.72","1,778.10","1,721.82","1,711.91","1,665.93",2020,,
SSA,MDG,Madagascar,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,353.52","2,067.47","1,975.25","1,941.01","1,923.62","1,895.07","1,881.79","1,854.21","1,867.33","1,892.70","1,900.98","1,734.61","1,709.28","1,699.75","1,649.39","1,628.07","1,614.55","1,625.26","1,639.57","1,666.46","1,689.86","1,738.59","1,478.37","1,575.60","1,609.97","1,637.25","1,675.22","1,719.14","1,780.93","1,660.10","1,621.57","1,599.04","1,599.05","1,588.04","1,593.11","1,595.01","1,610.23","1,624.66","1,628.43","1,645.73","1,482.71","1,521.18","1,542.34","1,563.26",2018,,
SSA,LBR,Liberia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,604.86","1,589.95","1,621.43","1,132.17","1,154.98","1,191.46","1,249.40","1,358.83","1,383.44","1,398.67","1,435.13","1,497.16","1,576.51","1,670.57","1,638.96","1,598.03","1,532.57","1,531.99","1,513.36","1,440.03","1,363.88","1,398.49","1,431.23","1,458.56",2020,,
SSA,TCD,Chad,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",894.835,781.115,804.74,908.766,932.367,978.779,"1,007.16","1,011.96","1,053.88","1,040.16","1,039.38","1,111.38","1,102.22","1,045.29","1,067.41","1,024.53","1,011.45","1,032.67","1,066.57","1,022.00",976.379,"1,049.71","1,095.76","1,209.51","1,556.35","1,625.22","1,579.44","1,576.68","1,571.80","1,583.61","1,739.94","1,684.38","1,771.95","1,812.24","1,874.21","1,846.95","1,690.28","1,600.06","1,588.97","1,594.97","1,515.29","1,455.26","1,448.82","1,457.73",2019,,
SSA,MWI,Malawi,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,093.28","1,007.56","1,006.83","1,015.67","1,033.77","1,034.29",977.139,933.998,907.246,873.589,889.15,944.508,864.768,943.005,840.04,944.28,"1,018.37","1,059.05","1,041.29","1,049.24","1,031.40",967.482,948.416,980.701,"1,011.75","1,024.18","1,042.69","1,111.37","1,163.50","1,225.12","1,272.68","1,297.10","1,284.56","1,313.53","1,349.53","1,350.45","1,342.45","1,357.06","1,377.00","1,411.37","1,384.38","1,407.08","1,378.63","1,372.20",2016,,
SSA,NER,Niger,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,563.75","1,509.52","1,490.62","1,384.87","1,113.91","1,161.35","1,196.27","1,160.20","1,201.85","1,176.22","1,125.13","1,084.51","1,069.80","1,037.26","1,020.86","1,010.72",977.103,957.75,"1,016.58",978.667,932.57,964.624,975.666,960.868,929.229,960.888,980.507,974.043,"1,010.45",991.773,"1,036.26","1,020.35","1,084.78","1,098.62","1,126.80","1,131.52","1,151.18","1,163.23","1,198.13","1,224.37","1,220.91","1,192.47","1,276.56","1,305.57",2009,,
SSA,MOZ,Mozambique,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",510.643,523.444,476.263,393.422,362.134,362.08,352.532,405.056,439.245,466.044,464.132,481.897,436.719,464.019,475.25,469.19,506.151,548.346,587.864,640.251,630.702,687.149,729.29,756.593,792.726,821.345,875.915,917.795,958.283,991.323,"1,027.21","1,073.48","1,120.13","1,165.41","1,217.09","1,262.61","1,273.78","1,283.66","1,292.90","1,285.18","1,233.42","1,226.77","1,243.07","1,269.51",2015,,
SSA,COD,Democratic Republic of the Congo,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,471.00","2,414.66","2,326.90","2,284.32","2,318.48","2,254.83","2,285.83","2,271.92","2,209.56","2,112.02","1,910.25","1,693.05","1,458.04","1,213.50","1,098.28","1,092.70","1,041.96",915.713,862.969,813.877,725.884,690.515,689.638,712.58,742.979,790.005,804.029,844.786,878.332,855.133,892.921,930.405,979.359,"1,040.15","1,081.46","1,114.66","1,083.52","1,087.50","1,103.78","1,116.67","1,099.28","1,130.93","1,167.88","1,202.61",2020,,
ME-CA,SOM,Somalia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,093.65","1,124.01","1,123.44","1,143.00","1,164.48","1,157.54","1,167.55","1,166.41","1,131.41","1,132.93","1,120.81","1,120.81",2013,,
SSA,CAF,Central African Republic,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,258.10","1,379.28","1,297.31","1,189.86","1,277.15","1,289.56","1,336.31","1,308.77","1,305.31","1,327.96","1,317.79","1,277.97","1,186.70","1,144.58","1,258.09","1,268.19","1,163.60","1,185.03","1,198.92","1,208.87","1,143.54","1,152.55","1,156.92","1,112.47","1,093.14","1,106.06","1,138.19","1,162.50","1,170.59","1,180.61","1,211.53","1,242.71","1,300.41",824.932,822.636,852.786,884.431,912.808,933.458,945.181,937.456,929.353,914.832,919.142,2021,,
SSA,BDI,Burundi,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",911.284,993.03,954.59,961.871,935.937,"1,016.44","1,019.60","1,045.08","1,066.41","1,050.03","1,055.41","1,084.64","1,065.24","1,000.54",945.837,854.913,772.302,762.966,785.268,771.27,762.145,752.266,747.541,748.139,753.704,783.06,801.411,804.928,817.097,821.152,836.463,844.029,855.054,870.183,880.664,821.668,791.413,770.707,760.306,751.762,732.311,733.16,724.809,727.174,2016,,
SSA,SSD,South Sudan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,056.03",506.731,624.2,614.478,594.939,501.118,458.781,435.422,425.947,386.686,395.815,409.862,420.718,2008,,
ME-CA,SYR,Syria,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"International Monetary Fund, World Economic Outlook Database, April 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
