"code","iso","country","FSS.raw.1950","FSS.raw.1951","FSS.raw.1952","FSS.raw.1953","FSS.raw.1954","FSS.raw.1955","FSS.raw.1956","FSS.raw.1957","FSS.raw.1958","FSS.raw.1959","FSS.raw.1960","FSS.raw.1961","FSS.raw.1962","FSS.raw.1963","FSS.raw.1964","FSS.raw.1965","FSS.raw.1966","FSS.raw.1967","FSS.raw.1968","FSS.raw.1969","FSS.raw.1970","FSS.raw.1971","FSS.raw.1972","FSS.raw.1973","FSS.raw.1974","FSS.raw.1975","FSS.raw.1976","FSS.raw.1977","FSS.raw.1978","FSS.raw.1979","FSS.raw.1980","FSS.raw.1981","FSS.raw.1982","FSS.raw.1983","FSS.raw.1984","FSS.raw.1985","FSS.raw.1986","FSS.raw.1987","FSS.raw.1988","FSS.raw.1989","FSS.raw.1990","FSS.raw.1991","FSS.raw.1992","FSS.raw.1993","FSS.raw.1994","FSS.raw.1995","FSS.raw.1996","FSS.raw.1997","FSS.raw.1998","FSS.raw.1999","FSS.raw.2000","FSS.raw.2001","FSS.raw.2002","FSS.raw.2003","FSS.raw.2004","FSS.raw.2005","FSS.raw.2006","FSS.raw.2007","FSS.raw.2008","FSS.raw.2009","FSS.raw.2010","FSS.raw.2011","FSS.raw.2012","FSS.raw.2013","FSS.raw.2014","FSS.raw.2015","FSS.raw.2016","FSS.raw.2017","FSS.raw.2018"
410,"KOR","South Korea",NA,0.019,0.0188,0.0252,0.0794,0.0772,0.1221,0.0932,0.1364,0.1234,0.1217,0.1254,0.1141,0.1376,0.1435,0.1578,0.1448,0.1312,0.1201,0.1224,0.1436,0.1632,0.1665,0.1132,0.0734,0.049,0.0686,0.0808,0.0949,0.0774,0.0829,0.0952,0.1195,0.1219,0.114,0.1045,0.1406,0.145,0.1814,0.1562,0.1861,0.1898,0.1939,0.164,0.124,0.1188,0.1572,0.2348,0.2669,0.2481,0.2026,0.1968,0.2027,0.201,0.2028,0.187,0.2179,0.1737,0.1812,0.1809,0.2059,0.2039,0.2105,0.2254,0.2439,0.2969,0.3519,0.4042,0.4218
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,"ESP","Spain",NA,NA,NA,0.001458939,0.003509045,0.001310105,0.003250734,0.01203454,0.017675616,0.021632771,0.017452182,0.016397473,0.016313395,0.015216331,0.059566805,0.069116237,0.08746471,0.062327556,0.121132138,0.130270701,0.152062959,0.174794932,0.228567807,0.290166326,0.284794566,0.311621868,0.315043978,0.336562438,0.33734773,0.347114646,0.36813618,0.360324828,0.371705877,0.378028589,0.428811209,0.399973202,0.382654578,0.370766092,0.354793496,0.363190574,0.373891143,0.406721383,0.408051571,0.41063223,0.398974999,0.405885435,0.424757343,0.442630811,0.456380889,0.476581779,0.493351898,0.518606476,0.510416465,0.529793238,0.500926316,0.47959952,0.456822393,0.433422961,0.428393339,0.41012664,0.416576951,0.40041997,0.415600978,0.396399009,0.381576885,0.337109419,0.33720286,0.331065091,0.320729451
144,"LKA","Sri Lanka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-04,NA,NA,0.0047,0.0031,0.0047,0.0025,7e-04,NA,0.0021,0.0011,0.0015,0.0021,6e-04,NA,0.0057,0.0118,0.0332,0.0477,0.0614,0.0521,0.0511,0.1053,0.1028,0.0887,0.0303,0.0763,0.0823,0.0906,0.0955,0.1005,0.1331,0.0825,0.1203,0.1247,0.1221,0.0775,0.116,0.1691,0.2182,0.1581,0.1542,0.1563,0.142,0.1328,0.119,0.1626,0.1524,0.1534,0.1082,0.1143,0.1171
275,"PSE","State of Palestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,"SDN","Sudan",NA,NA,NA,NA,NA,0.2051,NA,0.197,0.1901,0.1949,0.1922,0.1869,0.1721,0.1726,0.1714,0.1706,0.1536,0.1453,0.1261,NA,0.1118,0.0903,0.0888,0.0875,0.0365,0.0295,0.0745,0.0174,0.0104,0.1484,0.0044,0.0061,0.0075,0.0108,0.1571,0.1945,0.1739,0.1537,0.1438,0.2094,0.2832,0.3482,0.4525,0.5603,0.6313,0.5034,0.503,0.5346,0.5842,0.5466,0.5236,0.5396,0.503,0.4056,0.334,0.2283,0.2538,0.2475,0.3719,0.3665,0.4218,0.4935,0.9477,0.5511,0.5239,0.3821,0.382,0.3818,0.3822
740,"SUR","Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0307,NA,0.0489,0.132,0.127,0.2516,0.1858,0.2709,0.212,0.3268,0.3778,0.3806,0.2562,0.2435,0.3451,0.517,0.5257,0.4135,0.3703,0.3288,0.2754,0.1616,0.0837,0.0396,0.0427,0.061,0.0744,0.0813,0.0763,0.1363,0.2062,0.261,0.2282,0.3046,0.3176,0.2929,0.2038,0.1707,0.178,0.2136,0.2151,0.1731,0.0945,0.0601,0.0774
752,"SWE","Sweden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,NA,4e-04,0.0027,NA,NA,0.0048,0.0044,7e-04,0.003,0.0011,0.0014,0.0014,2e-04,0.002,0.0024,0.0024,0.0019,3e-04,0.098,0.1516,0.1784,0.1339,0.0792,0.0467,3e-04,0.0472,0.0996,0.1575,0.1768,0.1713,0.2932,0.2875,0.2838,0.282,0.2766,0.283,0.1366,0.1384,0.2444,0.3677,0.4977,0.4817,0.419,0.3537,0.3077,0.3267,0.3916
756,"CHE","Switzerland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,"SYR","Syria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"TWN","Taiwan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0043,0.0057,0.014,0.0274,0.0405,0.0658,0.0655,0.0759,0.0808,0.1117,0.138,0.147,0.1378,0.1352,0.1617,0.173,0.1891,0.1636,0.1782,0.2168,0.2922,0.3887,0.4379,0.4569,0.4387,0.4031,0.4036,0.3848,0.4077,0.4237,0.4491,0.4172,0.3628,0.3156,0.2758,0.2551,0.2502,0.2715,0.2985,0.3091,0.2805,0.2711,0.2731,0.2903,0.2803,0.2558,0.2439,0.1942,0.1219
762,"TJK","Tajikistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,"TZA","Tanzania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.0091,0.0079,0.0243,NA,NA,NA,0.0283,0.0466,0.0586,0.0599,0.0571,0.071,0.0769,0.0749,0.05,0.0485,0.053,0.0506,0.0492,0.0422,0.0408,0.0385,0.0971,0.1628,0.2079,0.1643,0.1161,0.1001,0.0824,0.0839,0.0878,0.0892,0.0872,0.086,0.0924,0.1207,0.1717,0.2365,0.2692,0.2302,0.2106,0.1789,0.1898,0.1778,0.1723,0.1741,0.1745,0.2025,0.2351
764,"THA","Thailand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005912464,0.022137826,0.020301845,0.020719889,0.017437611,0.017041481,0.017798739,0.010402384,0.013373914,0.015941624,0.017776181,0.023223627,0.047477833,0.056682318,0.069312192,0.062428917,0.078076897,0.076125942,0.079881546,0.0750474,0.086393079,0.099311539,0.109968508,0.120714907,0.101959934,0.117401367,0.114786044,0.131490227,0.158043404,0.176371131,0.215480249,0.234731052,0.234241365,0.245162416,0.288494874,0.355520437,0.400708049,0.391448015,0.392059971,0.39702499,0.438111987,0.435002789,0.427518768,0.43378769,0.437040145,0.426528122,0.454997459,0.4637695,0.507990655,0.525390701,0.5000844,0.462502962
626,"TLS","Timor-Leste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0063,0.0066,0.0072,0.0064,0.0072,0.0062,0.0059,0.0142,0.0299,0.0535,0.0593,0.0627,0.0648,0.0277,0.0133,0.0066,0.0088,0.0432,0.0601,0.0828,0.0939,0.1123,0.1089,0.0931,0.0905,0.0913,0.091,0.091,0.0913,0.0902,0.0907,0.091,0.0931,0.0941,0.0936,0.094,0.0961
768,"TGO","Togo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,"TON","Tonga",NA,NA,NA,NA,NA,NA,NA,0.0945,0.0734,0.0666,0.041,0.0684,0.0611,0.0807,0.057,0.0372,0.0272,0.0294,0.0213,0.0239,0.0247,0.0255,0.0266,0.026,0.0438,0.0234,0.0264,0.0203,0.021,0.0207,0.0196,0.0101,0.0022,0.0364,0.0537,0.0629,0.0524,0.0388,0.026,0.0297,0.0304,0.0124,0.0369,0.0105,0.0075,0.0059,0.0189,0.0211,0.0205,0.0086,0.007,0.0074,0.0048,0.0027,4e-04,0.0026,0.0025,0.0024,0.0149,0.003,0.0027,0.0186,0.0154,0.0172,0.0142,0.0113,0.0133,0.0105,0.0065
780,"TTO","Trinidad and Tobago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0171,0.0121,0.0152,0.0077,0.0568,0.1075,0.166,0.1597,0.1397,0.1259,0.1477,0.1927,0.2275,0.1379,0.1049,0.0954,0.1425,0.1536,0.132,0.109,0.1065,0.1808,0.2518,0.283,0.2604,0.257,0.2627,0.1972,0.19,0.1761,0.2245,0.2293,0.2339,0.2487,0.2634,0.2629,0.2401,0.2294,0.2768,0.2932,0.2985,0.3012,0.3375,0.3847,0.377,0.3767
788,"TUN","Tunisia",NA,NA,NA,NA,NA,NA,0.0042,0.2267,0.2835,0.2822,0.2742,0.2494,0.2507,0.2377,0.2316,0.2041,0.175,0.1604,0.1509,0.1851,0.2134,0.2195,0.2034,0.1719,0.161,0.1492,0.146,0.1075,0.1346,0.1611,0.2107,0.1889,0.1765,0.1368,0.1128,0.0926,0.1142,0.117,0.106,0.0863,0.0815,0.0827,0.1001,0.1189,0.1285,0.1295,0.1334,0.1497,0.1574,0.1425,0.1419,0.1564,0.1869,0.1975,0.1935,0.1989,0.2016,0.1945,0.1967,0.2021,0.2137,0.2189,0.2113,0.2112,0.1896,0.1787,0.1804,0.196,0.2234
792,"TUR","Turkey",NA,NA,NA,NA,NA,NA,0.00090965,0.00108722,0.002352232,0.000724875,0.004427274,0.005679284,0.004091593,0.001910597,0.000454272,0.000542364,0.001621442,0.005819965,0.013619219,0.02736022,0.027753103,0.02618099,0.021548837,0.017362969,0.013632167,0.013230828,0.012698842,0.007773305,0.007399432,0.016066243,0.021953096,0.026572657,0.018568959,0.022127857,0.025008453,0.036847808,0.038139288,0.038261051,0.047816436,0.057743961,0.106671192,0.122262032,0.129047545,0.105786196,0.08985525,0.098320256,0.12475931,0.147004605,0.15228389,0.11585569,0.128395967,0.124535007,0.118244047,0.117702677,0.218864873,0.272424152,0.255999915,0.173053769,0.27922031,0.306781411,0.287416969,0.300693472,0.51184325,0.754130667,0.697206999,0.602468343,0.525381437,0.536087595,0.574957036
795,"TKM","Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6453,0.9002,0.8938,0.8866,0.862,0.8377,0.817,0.789,0.7484,0.6967,0.6488,0.67,0.6956,0.7575,0.8088,0.822,0.8603,0.8668,0.8767,0.8694,0.8566,0.8657,0.8744,0.6388,0.0024,0.0025,0.6202,0.8723,0.8589,0.8385,0.8097,0.8235,0.8319,0.8582,0.8695,0.8775,0.8768,0.8663,0.8658,0.8638,0.8645,0.8596,0.854,0.8491,0.8441,0.8332,0.8336,0.6304,0.0068,0.629,0.8198,0.7934,0.7797,0.7673,0.7683,0.758,0.7492,0.7438
798,"TUV","Tuvalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0014,0.0016,0.0017,0.0021,0.0025,0.0012,0.0139,0.0175,0.0874,0.0474,0.0531,0.0572,0.0304,0.0208,0.0164,0.0165,0.0143,0.0251,0.053,0.0962,0.0882,0.0509,0.0381,0.0304,0.0422,0.0288,0.012,0.0105,0.0073,0.0171,0.0119,0.0068,0.0026,4e-04
800,"UGA","Uganda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,"UKR","Ukraine",NA,NA,NA,NA,0.0065,0.0081,0.0106,0.0376,0.0485,0.0511,0.0373,0.0262,0.0343,0.0285,0.0403,0.0394,0.0421,0.0456,0.0533,0.0351,0.0205,0.0068,0.0102,0.0098,0.0096,0.0077,0.0086,0.0092,0.0126,0.0104,0.1027,0.1,0.1212,0.0342,0.1712,0.1761,0.3188,0.1574,0.1921,0.1438,0.2578,0.4158,0.4828,0.5613,0.5957,0.6183,0.6284,0.4307,0.2759,0.1761,0.1943,0.2028,0.196,0.1946,0.1868,0.27,0.3733,0.5279,0.5553,0.5963,0.62,0.6358,0.5869,0.5767,0.3948,0.1913,0.1794,0.1906,0.2358
784,"ARE","United Arab Emirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1133,0.1227,0.0985,0.0548,0.0243,0.0233,0.0218,0.0217,0.0226,0.0226,0.0257,0.037,0.0529,0.0517,0.0443,0.0392,0.0401,0.0533,0.0672,0.08,0.093,0.1036,0.1119,0.121,0.1642,0.1928,0.1947,0.1655,0.1679,0.2019,0.2105,0.2536,0.2023,0.1733,0.149,0.1325
826,"GBR","United Kingdom",NA,NA,0.000299881,0.000399822,0.000499622,0.000499616,0.000499549,0.000399402,0.000399681,0.000899345,0.00149867,0.001798358,0.001796677,0.001513935,0.001319462,0.001098582,0.001510027,0.001385819,0.00174919,0.001543139,0.034532734,0.100096967,0.097815613,0.127612334,0.154974566,0.184926417,0.16836872,0.161303211,0.175929637,0.161770946,0.163611568,0.165840923,0.181037823,0.184613222,0.175057969,0.171585212,0.181048044,0.171973654,0.184563984,0.194802352,0.232386308,0.235882659,0.212674611,0.206404168,0.186195921,0.211185859,0.237139293,0.255338573,0.27165291,0.25475266,0.263625198,0.257556528,0.257656934,0.273188699,0.287466477,0.314972333,0.358551306,0.392784814,0.386804945,0.317804053,0.28013912,0.333852972,0.335092429,0.295741088,0.213958346,0.206945395,0.211646396,0.209974634,0.200536903
840,"USA","United States of America",NA,0.024267925,0.00212,0.021139466,0.02065445,0.019522541,0.014846863,0.017590778,0.025070264,0.024474595,0.028317682,0.037556449,0.051959833,0.085468566,0.117101514,0.145861241,0.130890357,0.122018356,0.127928609,0.141549417,0.127767795,0.113675098,0.09784931,0.096428295,0.117913427,0.134388417,0.131121206,0.162094476,0.153927485,0.172716914,0.145130636,0.149279959,0.133244075,0.12356037,0.124205556,0.144867481,0.156969249,0.186778079,0.17365074,0.176003953,0.162702066,0.198289984,0.183271361,0.195545195,0.195333638,0.208519551,0.220193706,0.207982437,0.260383764,0.24989804,0.254042837,0.201164283,0.201778146,0.174957664,0.186802321,0.192931391,0.236010163,0.302189068,0.347377118,0.431978494,0.328816636,0.266527766,0.201056566,0.246611003,0.251380847,0.214385118,0.172287758,0.178616182,0.239494991
858,"URY","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0255,0.0224,0.0155,0.0118,0.0045,NA,0.0119,0.0032,0.0035,NA,0.0082,0.0117,0.0121,0.0124,0.0081,0.0077,0.0108,0.0123,0.0115,0.0132,0.0145,0.0177,0.0169,0.0188,0.0199,0.0245,0.0255,0.0283,0.0241,0.0251,0.0209,0.0174,0.0153,0.0176,0.0153,0.0103,0.1129,0.2186,0.3625,0.362,0.3889,0.3817,0.3627,0.3142,0.2876,0.2859,0.3132,0.383,0.409,0.4049,0.3742,0.2892,0.2439,0.2511,0.3825,0.5345,0.5476
860,"UZB","Uzbekistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,"VUT","Vanuatu",NA,NA,NA,NA,NA,NA,0.1913,0.0993,0.2474,0.3144,0.049,0.303,0.2008,0.2294,0.1665,0.0403,0.1107,0.013,0.0016,0.0025,0.003,0.0033,0.0087,0.0091,0.0026,0.003,0.004,0.0037,0.0084,0.006,0.0209,0.0233,0.0279,0.015,0.0179,0.0149,0.0122,0.0102,0.0136,0.0259,0.0202,0.0805,0.0086,0.0086,0.0989,0.1366,0.1596,0.1697,0.149,0.1169,0.1135,0.114,0.0841,0.0598,0.0277,0.0296,0.0266,0.0304,0.0213,0.0166,0.003,0.0238,0.012,0.0469,0.056,0.0597,0.0331,0.1272,0.3461
862,"VEN","Venezuela",NA,NA,NA,NA,NA,NA,0.0299,NA,NA,NA,NA,0.016,NA,1e-04,NA,1e-04,NA,0.0079,0.0013,9e-04,NA,0.0012,5e-04,0.0021,0.0024,0.0027,0.0025,0.002,0.0023,0.0126,0.0154,0.026,0.0172,0.0203,0.0165,0.0319,0.0397,0.0625,0.0484,0.0474,0.0504,0.0718,0.0667,0.0499,0.037,0.0448,0.0748,0.0991,0.1298,0.1453,0.1574,0.1519,0.1556,0.1361,0.1713,0.2398,0.415,0.5156,0.5102,0.5828,0.6203,0.7058,0.6422,0.6715,0.6818,0.4943,0.3473,0.1991,0.1682
704,"VNM","Viet Nam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,2e-04,3e-04,4e-04,8e-04,0.0013,0.0023,0.0018,NA,NA,0.0013,0.0022,3e-04,NA,0.0028,0.0029,0.0021,0.0051,0.0082,0.0119,0.0122,0.0187,0.0206,0.0209,0.017,0.0146,0.0131,0.0099,0.0089,0.0082,0.0084,0.0082,0.0082,0.006,0.0063,0.0052,0.0064,0.0049,0.005,0.0044,0.0044,0.0082,0.0126,0.0126,0.0085,0.0111,0.0251,0.0373,0.0471,0.0546
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1174,0.1105,NA,0.1109,0.0994,0.1632,0.1577,0.156,0.1735,0.2139,0.3726,0.4047,0.3535,0.0278,0.364,0.5026,0.4757,0.4695,0.4845,0.4027,0.2339,0.1865,0.19,0.0019,0.5465
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-04,7e-04,5e-04,1e-04,4e-04,1e-04,1e-04,1e-04,1e-04,1e-04,5e-04,5e-04,0.0017,1e-04,0.0563,0.1526,0.1695,0.1897,0.1136,0.0584,0.1779,0.1743,0.2297,0.2396,0.2513,0.2405,0.2037,0.1495,0.1065,0.0622,0.0408,0.0324,0.0467,0.0759,0.0715,0.007,0.0306,0.0195,0.0058,0.0159,0.0266,0.0413,0.0499,0.067
894,"ZMB","Zambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,"ZWE","Zimbabwe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
