country_group,iso,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Estimates Start After
LA-C,STP,São Tomé and Príncipe,Total investment,Percent of GDP,,Source: National Statistics Office. Instituto Nacional de Estatistica de Sao Tome & Principe. Latest actual data: 2020 Notes: There is a break in the series for 2001 onwards due to revision in GDP data. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2008. Previously it was 2000. Manual revision to 2000 to smooth the series since the authorities did not splice and provide 2000. The rebased series begins in 2001 Chain-weighted: No Primary domestic currency: São Tomé and Príncipe dobra Data last updated: 02/2023,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36.799,41.691,43.665,41.278,34.466,29.943,35.703,54.219,38.926,55.894,44.646,35.596,28.242,25.16,32.061,27.922,26.395,21.696,18.577,2020
ME-CA,SUR,Suriname,Total investment,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSA,SVK,Slovak Republic,Total investment,Percent of GDP,,"Source: National Statistics Office. Eurostat & Haver Analytics Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1997 Primary domestic currency: Euro Data last updated: 03/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26.328,22.471,23.79,33.8,34.992,34.456,29.25,27.025,30.711,30.124,25.726,26.384,29.702,28.786,28.292,28.065,20.557,24.474,25.791,20.382,21.081,22.085,24.702,22.899,23.389,23.441,23.824,2022
SSA,SVN,Slovenia,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 03/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.44,18.263,21.975,25.466,25.106,26.197,27.196,29.119,28.903,26.674,25.444,26.562,28.798,28.461,30.291,33.047,32.886,23.451,22.362,21.69,18.76,19.586,19.374,19.164,18.427,20.03,21.308,20.622,2022
LA-C,SWE,Sweden,Total investment,Percent of GDP,,"Source: National Statistics Office. In June 2010, the authorities performed a major revision of historical time series data 1993-2009 which involved the introduction of new methods, improved source data and a further adjustment to recommendations from the European Union. Annual data do not always match annual average quarterly data. These discrepancies are because of seasonal adjustment. Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2021 Chain-weighted: Yes, from 1993 Primary domestic currency: Swedish krona Data last updated: 03/2023",24.761,22.141,21.868,21.766,22.577,24.493,23.217,24.142,25.08,27.257,26.785,23.392,21.866,19.084,20.418,20.847,20.608,20.474,21.594,21.775,22.91,22.961,22.139,21.946,21.853,22.279,23.256,24.882,24.591,21.037,22.962,23.834,22.591,22.523,23.504,24.429,24.715,25.725,26.008,25.124,2022
SSA,SWZ,Eswatini,Total investment,Percent of GDP,,"Source: National Statistics Office. Updated methodology has been applied to the series. Prior to 2000, the data are adjusted using previous historical data as proxies to produce smooth series with the use of splicing technique. Historical data are updated on a continual basis as more information becomes available. Prior to 1990, trade data are calculated from external sector statistics. Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2011 Chain-weighted: No Primary domestic currency: Swazi lilangeni Data last updated: 02/2023",75.658,59.179,59.134,71.833,64.144,52.003,34.939,31.864,45.398,45.694,37.323,37.885,37.932,33.877,33.078,27.698,28.242,27.375,39.192,28.33,23.54,23.692,21.411,19.289,19.371,17.352,16.474,16.039,15.698,15.381,14.482,12.896,11.825,12.221,12.595,12.515,12.84,12.831,13.25,13.57,2021
ME-CA,SYC,Seychelles,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: No Primary domestic currency: Seychelles rupee Data last updated: 03/2023,64.98,-8.629,44.989,14.201,15.907,16.375,18.624,29.744,30.262,29.635,30.467,17.829,21.538,26.208,35.487,30.325,39.845,28.053,33.996,30.772,27.565,21.454,27.62,10.902,21.079,35.745,30.445,29.015,26.904,27.275,36.622,35.407,38.106,38.457,37.478,33.658,30.01,30.171,28.989,27.402,2021
other-advanced,SYR,Syria,Total investment,Percent of GDP,,Source: National Statistics Office. Central Bureau of Statistics. Latest actual data: 2010 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Syrian pound Data last updated: n/a,27.886,23.501,23.956,23.888,24,24.05,22.458,18.184,13.971,16.184,16.545,13.494,18.953,25.973,29.959,27.235,23.605,20.852,20.551,18.765,16.481,19.536,18.475,23.07,17.656,18.407,19.862,26.571,31.058,30.004,26.688,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2010
SSA,TCD,Chad,Total investment,Percent of GDP,,Source: Central Bank Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 03/2023,11.628,11.628,10.585,5.519,5.936,13.288,13.75,14.288,15.306,12.737,12.227,11.809,10.088,4.396,20.986,14.454,16.097,17.182,16.275,17.756,22.154,38.498,64.852,55.587,25.913,20.632,22.123,22.228,21.799,30.136,34.388,28.42,31.4,27.374,30.387,26.905,16.529,20.725,18.927,23.219,2021
ED-A,TGO,Togo,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 02/2023,19.541,19.775,17.459,14.306,9.441,11.406,12.638,11.995,10.886,16.531,11.447,9.22,8.451,2.803,8.595,9.987,9.382,8.317,10.805,6.956,10.63,11.066,15.609,16.055,16.586,14.401,13.748,13.3,13.645,15.088,15.709,19.317,17.298,20.787,20.617,23.223,21.413,18.317,18.104,20.539,2021
SSA,THA,Thailand,Total investment,Percent of GDP,,"Source: National Economic and Social Development Board Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes. Annual CY data are constructed from quarterly data. Start/end months of reporting year: January/December Base year: 2002 Chain-weighted: Yes, from 1993. Ratio splicing for years before 1993 Primary domestic currency: Thai baht Data last updated: 03/2023",26.513,26.352,23.235,25.998,25.017,28.35,26.002,28.009,32.687,35.231,41.539,42.064,39.701,39.656,40.908,42.863,42.533,34.275,20.071,20.173,22.283,23.112,22.744,23.829,25.681,30.421,27.012,25.496,28.226,20.636,25.357,26.791,28.024,27.457,23.919,22.356,21.105,22.934,25.22,23.815,2021
other-advanced,TJK,Tajikistan,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 1995 Chain-weighted: No Primary domestic currency: Tajik somoni Data last updated: 02/2023,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26.267,26.288,40.565,24.659,7.958,6.929,6.637,4.386,15.009,13.661,13.811,13.606,14.865,14.794,23.433,19.656,17.201,16.143,17.964,18.064,17.96,17.173,14.981,18.177,20.521,23.652,20.71,18.111,2022
ED-E,TKM,Turkmenistan,Total investment,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED-A,TLS,Timor-Leste,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: US dollar Data last updated: 03/2023,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,33.477,30.163,27.87,22.273,17.071,15.778,12.124,18.652,31.312,48.848,42.699,70.318,60.008,41.766,43.123,36.824,39.578,35.367,35.718,26.813,2021
SSA,TON,Tonga,Total investment,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED-A,TTO,Trinidad and Tobago,Total investment,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA-C,TUN,Tunisia,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021. Latest actual data for Nominal GDP is 2022Q3 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes. No Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2009 Primary domestic currency: Tunisian dinar Data last updated: 03/2023",31.215,34.345,34.171,35.294,37.695,31.777,28.061,24.688,22.065,25.302,25.096,24.64,27.774,28.563,26.552,24.87,23.751,24.911,25.279,25.72,26.502,26.649,26.352,24.155,23.216,22.653,23.748,24.271,24.684,25.748,25.836,25.037,26.097,23.868,23.865,21.739,20.475,21.295,22.964,19.558,2021
ME-CA,TUR,Türkiye,Total investment,Percent of GDP,,"Source: National Statistics Office. Data from Turkish Statistical Institute (TurkStat) Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2009 Chain-weighted: Yes, from 2009 Primary domestic currency: Turkish lira Data last updated: 03/2023",26.727,25.666,23.124,19.627,18.399,19.997,23.906,24.909,24.858,23.058,24.133,22.958,23.529,26.2,21.414,24.047,22.614,23.012,23.881,21.339,23.718,18.025,21.108,22.309,24.982,26.804,29.349,28.601,28.739,22.816,26.753,31.003,28.073,29.619,28.967,28.199,28.02,30.694,29.377,25.233,2022
ME-CA,TUV,Tuvalu,Total investment,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME-CA,TWN,Taiwan Province of China,Total investment,Percent of GDP,,Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Expenditure-based measure Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: No Primary domestic currency: New Taiwan dollar Data last updated: 03/2023,34.124,30.388,26.2,25.427,24.379,20.836,20.679,23.653,28.826,25.482,25.475,25.928,28.184,28.649,27.959,28.003,25.418,26.593,27.417,26.515,27.221,21.464,21.053,21.741,25.455,24.561,24.706,24.208,24.61,19.972,25.088,23.606,22.69,22.536,22.564,21.731,21.632,20.971,22.236,23.8,2022
ME-CA,TZA,Tanzania,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes. Original base year 1992 Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: Tanzanian shilling Data last updated: 03/2023,31.043,29.582,26.783,22.798,20.302,20.586,18.724,28.134,21.14,22.669,31.423,31.551,32.063,29.471,28.792,23.294,19.689,17.751,25.911,22.908,21.91,22.507,22.082,23.78,27.945,30.626,31.613,32.914,37.981,34.694,32.39,35.273,34.844,37.47,37.654,32.759,32.175,34.046,38.363,39.657,2021
ED-A,UGA,Uganda,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021. Historical data are in CY, but projections are converted by averaging two FYs (i.e. Avg[FY(t-1/t),FY(t/t+1)]= CY(t)). For example, the projection of 2022 is the average of 2021/22 and 2022/23. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes. Historical calendar year data are calculated by adding up quarterly data from Haver. For example, the calendar year 2018 GDP is the sum of 2018Q1, 2018Q2,2018Q3 and 2018Q4 GDP data. The GDP components(consumption, investment, exports and imports) are distributed proportionally based on the average share of two fiscal year GDP data. For example, CY2018 gross capital formation= CY2018 GDP *average(FY2017/18+FY 2018/19 gross capital formation)/average(FY2017/18+FY 2018/19 GDP). Start/end months of reporting year: January/December. Prior to 2009, the data are in fiscal year (FY) reporting basis converted to calendar year (CY) by averaging two FYs (e.g. CY2008 is the average of FY2007/08 and FY2008/09). Historical quarterly data are taken from Haver to have a smooth series. Base year: 2016. National Accounts were rebased on a FY basis and this rebasing was then applied to CY historical data. As a result real GDP and nominal GDP are not equal in CY 2016. Chain-weighted: No Primary domestic currency: Ugandan shilling Data last updated: 03/2023",n/a,n/a,n/a,n/a,4.664,5.363,5.577,7.432,8.257,8.512,9.709,12.511,12.479,12.139,10.853,13.166,15.144,13.494,14.087,15.335,20.365,20.059,20.888,21.937,23.192,23.119,22.017,24.9,22.181,21.469,22.667,22.707,26.801,28.948,24.932,24.152,24.75,24.622,25.266,26.409,2021
SSA,UKR,Ukraine,Total investment,Percent of GDP,,"Source: National Statistics Office. Formally, the State Statistics Service of Ukraine Latest actual data: 2021. Starting in 2014, the data was changed to SNA 2008. Revised National Accounts data is available from 2000 on an annual basis and from 2010 on a quarterly basis. The data excludes Crimea and Sevastopol from 2010. The revised quarterly GDP data based on SNA 2008 excluding Crimea and Sevastopol are available from 2010. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: Yes, from 2005 Primary domestic currency: Ukrainian hryvnia Data last updated: 03/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39.054,33.614,23.681,26.762,22.615,21.659,21.035,19.42,19.794,21.813,20.191,21.943,21.096,22.507,24.543,27.781,27.393,17.068,20.873,22.437,21.716,18.489,13.396,15.933,21.724,20.749,18.588,14.89,2021
major-advanced,URY,Uruguay,Total investment,Percent of GDP,,"Source: Central Bank Latest actual data: 2021 Notes: Data for years between 2016 and last actual for these series are reported by national authorities. Data prior to 2016 are the staff's estimates, representing best effort to preserve the previously reported growth rates and avoid structural breaks. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: No Primary domestic currency: Uruguayan peso Data last updated: 03/2023",17.235,15.269,14.347,14.146,11.996,11.264,11.077,14.122,13.065,11.22,12.124,14.984,15.257,15.52,15.736,15.26,15.11,18.553,19.213,17.182,16.328,16.067,13.647,14.218,15.743,16.392,18.514,18.69,22.391,18.571,18.522,20.078,22.412,22.374,20.961,19.469,17.455,15.829,14.953,14.639,2021
major-advanced,USA,United States,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Real Gross Domestic Product determined by chained Fisher quantity growth rates. Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: Yes, from 1980 Primary domestic currency: US dollar Data last updated: 03/2023",23.31,24.277,22.071,22.253,25.096,24.188,23.741,23.62,22.828,22.514,21.529,20.111,20.078,20.394,21.279,21.273,21.702,22.41,22.958,23.419,23.678,22.177,21.723,21.746,22.652,23.376,23.538,22.557,21.037,17.769,18.672,19.034,19.951,20.343,20.778,21.201,20.567,20.814,21.206,21.319,2022
LA-C,UZB,Uzbekistan,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021. Latest annual data is 2021. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2020 Chain-weighted: No Primary domestic currency: Uzbek som Data last updated: 03/2023,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36.68,12.274,15.197,20.206,19.205,16.132,17.716,14.582,16.488,17.831,17.675,17.352,20.343,23.077,23.452,23.369,24.83,24.574,26.679,29.1,30.916,27.674,27.707,24.698,24.094,29.526,42.161,40.27,2021
euro-area,VCT,Saint Vincent and the Grenadines,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021. Preliminary Notes: Historical values for expenditure based GDP components are not reported by authorities and are estimated by IMF staff using data from balance of payments and fiscal accounts.  GDP expenditure component estimates prior 2014 have been removed due to internal inconsistencies arising from methodological changes to international trade estimates from the balance of payments applicable to data reported after 2014. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. Real GDP at market prices begins in 2000 Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2018 Chain-weighted: No Primary domestic currency: Eastern Caribbean dollar Data last updated: 03/2023,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23.598,24.325,24.688,24.089,23.644,25.471,2021
ED-A,VEN,Venezuela,Total investment,Percent of GDP,,"Source: Central Bank Latest actual data: 2018. Latest year for real accounts is 2018. Starting 2012, staff elaborates its own nominal GDP accounts estimates. Notes: Due to the prevalence of multiple exchange rates and a parallel market, for 2012-2022, staff has computed a generalized unitary exchange rate weighted by the value of imports and exports as well as by the different windows used to acquire foreign exchange. Starting in 2012, staff estimates the nominal GDP in local currency using real GDP levels published by the country and deflators calculated by staff. Nominal GDP in U.S. dollars is calculated dividing the local currency GDP by the generalized unitary exchange rate. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 1997 Chain-weighted: No Primary domestic currency: Venezuelan bolívar Data last updated: 03/2023",24.25,22.504,25.452,11.42,18.113,19.154,20.809,25.185,27.882,12.699,10.218,18.68,23.721,18.75,14.156,18.114,16.555,27.673,30.66,26.517,24.17,27.524,21.159,15.217,21.798,23.004,26.922,30.34,26.826,25.797,21.972,23.072,23.803,31.696,19.735,19.43,10.245,5.111,n/a,n/a,2018
LA-C,VNM,Vietnam,Total investment,Percent of GDP,,"Source: National Statistics Office. Country authorities revised their methodology for GDP calculation in 2019, and 'revised' GDP data is currently only available starting in 2010. A further revision of quarterly GDP for 2010Q1-2022Q3 and annual GDP for 2021 happened in 2022Q3. 'Revised' and 'unrevised' GDP data are substantially different, leading to sharp breaks in national accounts variables in 2010. Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. Production-based measure Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Vietnamese dong Data last updated: 03/2023",15.558,15.558,15.558,15.558,15.558,15.558,15.558,15.558,15.558,14.79,4.861,10.874,13.838,26.345,27.61,29.38,30.417,30.648,31.426,29.89,32.041,33.736,35.959,38.378,36.204,36.508,37.295,42.654,39.29,40.14,37.099,32.371,30.559,30.213,30.289,32.109,31.725,32.305,32.02,31.98,2022
ME-CA,VUT,Vanuatu,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2019 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Vanuatu vatu Data last updated: 03/2023,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16.846,23.238,24.119,28.547,32.893,41.74,41.641,37.007,28.725,24.088,27.392,24.267,32.9,23.673,27.861,26.8,24.437,2019
LA-C,WSM,Samoa,Total investment,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME-CA,YEM,Yemen,Total investment,Percent of GDP,,"Source: IMF Staff Estimates Latest actual data: 2020 Notes: GDP in current prices in U.S. dollars is calculated by using the market exchange rate since 2015, whereas in prior years, the official exchange rate has been used. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Factor costs Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 1990 Chain-weighted: No Primary domestic currency: Yemeni rial Data last updated: 03/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.44,13.816,19.948,18.482,19.134,21.749,23.04,24.631,23.65,18.706,18.928,19.56,18.484,20.727,20.28,18.53,16.384,17.194,15.416,13.545,11.661,5.501,8.704,8.106,7.832,1.645,1.402,2.084,5.829,6.468,2020
euro-area,ZAF,South Africa,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: South African rand Data last updated: 03/2023,29.684,31.905,24.817,25.265,23.801,20.72,19.802,16.724,19.865,21.31,18.231,17.836,15.715,14.161,16.471,17.7,16.568,16.294,16.428,15.655,15.06,14.574,15.036,15.657,16.96,16.832,18.49,19.326,21.287,18.767,17.596,18.853,18.585,19.169,18.488,18.633,16.96,16.611,16.188,15.853,2022
ME-CA,ZMB,Zambia,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Zambian kwacha Data last updated: 03/2023,72.032,56.289,47.343,42.609,51.011,65.777,84.203,38.488,28.277,23.664,46.182,30.421,31.676,40.35,40.155,40.368,32.562,32.091,41.166,39.812,38.999,30.259,31.677,37.728,37.015,30.965,36.699,31.7,29.63,30.277,29.878,33.644,31.755,34.039,34.043,42.791,38.206,41.003,38.641,39.262,2021
SSA,ZWE,Zimbabwe,Total investment,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
